event_id,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,r_stance_encoded,b_stance_encoded,winner_encoded,method_encoded,gender_encoded,weight_class_encoded
1,Bekzat Almakhan,Brad Katona,Red,Bantamweight,0,Men,KO/TKO,1,3.0,64,,0,1,4,0.25,1,4,0.0,0,0,0.0,0,0,0,0,1,26.0,170.18,0.0,172.72,Orthodox,0.6,13.6,0.1875,0.0,0.3061224489795918,0.0,0.0,0.0,1,8,11,0.72,8,11,0.0,0,0,0.0,0,0,2,3,3,32.0,167.64,0.0,162.56,Orthodox,14.133333333333333,14.933333333333334,0.4982373678025852,0.2727272727272727,0.4802784222737819,0.5263157894736843,0.0,4.5,-1,-7,-7,-0.47,-7,-7,0.0,0,0,0.0,0,0,-2,-3,-2,-6.0,2.5400000000000205,0.0,10.159999999999997,-13.533333333333331,-1.333333333333334,-0.3107373678025852,-0.2727272727272727,-0.17415597329419,-0.5263157894736843,0.0,-4.5,0,0,0,1.0,1,3
1,Jack Della Maddalena,Belal Muhammad,Red,Welterweight,0,Men,Decision - Unanimous,5,3.0,1500,,0,21,49,0.42,21,49,0.0,0,1,0.0,0,0,4,7,0,27.0,180.34,0.0,185.42,Switch,14.607645875251508,9.41649899396378,0.5516717325227963,0.3333333333333333,0.6671408250355619,0.6944444444444444,0.6036217303822937,0.6036217303822937,0,28,61,0.45,28,61,0.0,0,0,0.0,0,0,0,14,3,35.0,180.34,0.0,182.88,Orthodox,15.064655172413794,11.870689655172416,0.4326030449313033,0.3505154639175257,0.5800548947849955,0.931818181818182,0.5818965517241379,6.594827586206897,0,-7,-12,-0.03,-7,-12,0.0,0,1,0.0,0,0,4,-7,-3,-8.0,0.0,0.0,2.539999999999992,-0.4570092971622852,-2.4541906612086333,0.1190686875914929,-0.0171821305841924,0.0870859302505664,-0.2373737373737374,0.0217251786581558,-5.991205855824603,1,0,0,0.0,1,11
1,Valentina Shevchenko,Manon Fiorot,Red,Women's Flyweight,0,Men,Decision - Unanimous,5,3.0,1500,,0,19,36,0.52,57,75,0.0,1,1,1.0,0,0,94,12,3,36.0,165.1,0.0,167.64,Southpaw,13.843683083511776,8.367237687366167,0.5340768277571252,0.6428571428571429,0.6356643356643357,0.7222222222222222,1.4453961456102784,10.840471092077088,0,13,32,0.4,20,39,0.0,0,0,0.0,0,0,0,6,0,34.0,170.18,0.0,165.1,Orthodox,17.21130221130221,9.398034398034396,0.3954276037256562,0.4666666666666667,0.6960667461263409,0.9166666666666666,0.0,3.86977886977887,0,6,4,0.12,37,36,0.0,1,1,1.0,0,0,94,6,3,2.0,-5.0800000000000125,0.0,2.539999999999992,-3.3676191277904337,-1.0307967106682303,0.1386492240314689,0.1761904761904762,-0.0604024104620052,-0.1944444444444444,1.4453961456102784,6.970692222298219,2,0,0,0.0,1,0
1,Aiemann Zahabi,Jose Aldo,Red,Featherweight,0,Men,Decision - Unanimous,3,3.0,900,,0,23,59,0.38,23,59,0.0,0,0,0.0,0,0,0,5,2,36.0,172.72,0.0,172.72,Orthodox,9.993618379068284,10.529674537332482,0.4371859296482412,0.1666666666666666,0.7123430962343096,0.7916666666666666,0.0,0.574345883854499,0,21,46,0.45,21,46,0.0,0,0,0.0,0,0,0,13,7,37.0,170.18,0.0,177.8,Orthodox,13.669093055282314,16.52567381467637,0.4507590502140911,0.5217391304347826,0.5861661247413539,0.9052631578947368,0.7082431634861303,2.1247294904583907,0,2,13,-0.07,2,13,0.0,0,0,0.0,0,0,0,-8,-5,-1.0,2.539999999999992,0.0,-5.0800000000000125,-3.67547467621403,-5.995999277343888,-0.0135731205658498,-0.3550724637681159,0.1261769714929557,-0.1135964912280702,-0.7082431634861303,-1.5503836066038916,0,0,0,0.0,1,4
1,Natalia Silva,Alexa Grasso,Red,Women's Flyweight,0,Men,Decision - Unanimous,3,3.0,900,,0,11,36,0.3,12,37,0.0,0,1,0.0,0,0,13,5,0,27.0,162.56,0.0,165.1,Southpaw,13.854077253218884,6.437768240343347,0.445364238410596,0.2857142857142857,0.6508379888268156,0.9130434782608696,0.0,1.5450643776824031,0,16,48,0.33,24,56,0.0,0,0,0.0,0,0,0,8,3,30.0,165.1,0.0,167.64,Orthodox,14.86829268292683,12.409756097560976,0.4329545454545455,0.4444444444444444,0.5936102236421725,0.6111111111111112,1.7560975609756098,1.170731707317073,0,-5,-12,-0.03,-12,-19,0.0,0,1,0.0,0,0,13,-3,-3,-3.0,-2.539999999999992,0.0,-2.539999999999992,-1.0142154297079475,-5.971987857217629,0.0124096929560505,-0.1587301587301587,0.0572277651846431,0.3019323671497584,-1.7560975609756098,0.3743326703653302,2,0,0,0.0,1,0
1,Benoit Saint Denis,Kyle Prepolec,Red,Lightweight,0,Men,Submission,2,3.0,455,,0,10,16,0.62,27,43,0.0,2,3,0.66,1,0,272,5,2,28.0,180.34,0.0,185.42,Southpaw,14.080130825838104,12.31398201144726,0.5466666666666666,0.3720930232558139,0.428246013667426,0.6923076923076923,3.679476696647588,11.774325429272285,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,2,34.0,177.8,0.0,177.8,Southpaw,9.6,14.1,0.3490909090909091,0.0,0.549520766773163,0.4,0.0,0.0,0,10,15,0.62,27,42,0.0,2,3,0.66,1,0,272,5,0,-6.0,2.539999999999992,0.0,7.619999999999976,4.4801308258381045,-1.7860179885527394,0.1975757575757575,0.3720930232558139,-0.1212747531057369,0.2923076923076922,3.679476696647588,11.774325429272285,2,2,0,2.0,1,5
1,Daniel Santos,JeongYeong Lee,Red,Featherweight,0,Men,Decision - Unanimous,3,3.0,900,,0,33,78,0.42,40,85,0.0,0,5,0.0,0,0,67,2,1,29.0,170.18,0.0,170.18,Orthodox,11.612903225806452,13.963133640552996,0.3700440528634361,0.5,0.5073170731707317,0.7333333333333334,0.0,5.184331797235023,0,35,61,0.57,35,61,0.0,0,0,0.0,0,0,0,2,0,28.0,177.8,0.0,185.42,Orthodox,7.4,4.3,0.5323741007194245,0.6666666666666666,0.6160714285714286,0.7916666666666666,0.0,3.0,0,-2,17,-0.1499999999999999,5,24,0.0,0,5,0.0,0,0,67,0,1,1.0,-7.620000000000003,0.0,-15.23999999999998,4.212903225806452,9.663133640552996,-0.1623300478559883,-0.1666666666666666,-0.1087543554006968,-0.0583333333333332,0.0,2.184331797235023,0,0,0,0.0,1,4
1,Jasmine Jasudavicius,Jessica Andrade,Red,Women's Flyweight,0,Men,Submission,1,3.0,160,,0,4,8,0.5,4,8,0.0,0,0,0.0,0,0,0,4,2,35.0,170.18,0.0,172.72,Orthodox,11.652470187393526,12.129471890971038,0.4566088117489986,0.3333333333333333,0.5129958960328318,0.8,1.533219761499148,5.621805792163543,0,11,18,0.61,27,37,0.0,1,2,0.5,1,0,72,16,10,32.0,154.94,0.0,157.48,Orthodox,16.13044947617438,12.97735721527543,0.5079821200510856,0.5492957746478874,0.5456159034433794,0.72,0.9124704291990536,5.931057789793849,0,-7,-10,-0.1099999999999999,-23,-29,0.0,-1,-2,-0.5,-1,0,-72,-12,-8,3.0,15.240000000000007,0.0,15.240000000000007,-4.477979288780855,-0.8478853243043929,-0.0513733083020869,-0.215962441314554,-0.0326200074105476,0.08,0.6207493323000943,-0.3092519976303061,0,0,0,2.0,1,0
1,Modestas Bukauskas,Ion Cutelaba,Red,Light Heavyweight,0,Men,Decision - Split,3,3.0,900,,0,12,34,0.35,12,34,0.0,0,0,0.0,0,0,0,3,4,30.0,190.5,0.0,198.12,Switch,8.409387222946545,9.934810951760104,0.4118773946360153,0.0,0.5,0.7142857142857143,0.0,0.0,0,17,46,0.36,17,46,0.0,0,0,0.0,0,0,0,6,9,30.0,185.42,0.0,190.5,Southpaw,9.978902953586498,7.088607594936709,0.4339449541284403,0.625,0.4806800618238022,0.7714285714285715,0.0,7.911392405063291,0,-5,-12,-0.01,-5,-12,0.0,0,0,0.0,0,0,0,-3,-5,0.0,5.0800000000000125,0.0,7.620000000000003,-1.569515730639953,2.846203356823395,-0.022067559492425,-0.625,0.0193199381761978,-0.0571428571428571,0.0,-7.911392405063291,1,2,0,4.0,1,8
1,Navajo Stirling,Ivan Erslan,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3.0,900,,0,31,76,0.4,31,76,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,12,30,0.4,12,30,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,19,46,0.0,19,46,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,8
1,Marc-Andre Barriault,Bruno Silva,Red,Middleweight,0,Men,KO/TKO,1,3.0,87,,1,14,24,0.58,14,24,0.0,0,0,0.0,0,0,18,5,6,34.0,185.42,0.0,187.96,Orthodox,17.865552601595137,17.06798328902393,0.472289156626506,0.1428571428571428,0.5229299363057325,0.6666666666666667,0.3418154196733763,0.3418154196733763,0,6,12,0.5,6,12,0.0,0,1,0.0,0,0,0,7,6,34.0,162.56,0.0,165.1,Orthodox,10.5,11.545454545454543,0.5049180327868853,0.325,0.4914914914914915,0.6976744186046512,0.3409090909090909,4.431818181818182,1,8,12,0.0799999999999999,8,12,0.0,0,-1,0.0,0,0,18,-2,0,0.0,22.859999999999985,0.0,22.860000000000014,7.365552601595137,5.522528743569383,-0.0326288761603792,-0.1821428571428571,0.0314384448142409,-0.0310077519379844,0.0009063287642854,-4.090002762144805,0,0,0,1.0,1,2
1,Mike Malott,Charles Radtke,Red,Welterweight,0,Men,KO/TKO,2,3.0,326,,0,27,47,0.57,27,47,0.0,0,0,0.0,0,0,0,3,1,32.0,185.42,0.0,185.42,Orthodox,7.327690447400242,5.804111245465538,0.5976331360946746,0.7777777777777778,0.5121951219512195,0.3333333333333333,2.176541717049577,7.617896009673519,0,10,29,0.34,10,29,0.0,0,0,0.0,0,0,0,2,0,33.0,175.26,0.0,182.88,Orthodox,6.6439522998296425,6.132879045996593,0.5284552845528455,0.1666666666666666,0.5454545454545454,1.0,0.0,1.533219761499148,0,17,18,0.2299999999999999,17,18,0.0,0,0,0.0,0,0,0,1,1,-1.0,10.159999999999997,0.0,2.539999999999992,0.6837381475705993,-0.3287678005310548,0.0691778515418291,0.6111111111111112,-0.0332594235033258,-0.6666666666666666,2.176541717049577,6.084676248174371,0,0,0,1.0,1,11
2,Mairon Santos,Sodiq Yusuff,Red,Lightweight,0,Men,Decision - Unanimous,3,3.0,900,,0,19,30,0.63,19,30,0.0,0,1,0.0,0,0,42,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,9,27,0.33,9,27,0.0,0,0,0.0,0,0,3,6,2,30.0,175.26,0.0,180.34,Orthodox,15.6725755995829,12.075078206465069,0.4906953966699314,0.2222222222222222,0.5563218390804598,0.55,1.407716371220021,0.9384775808133472,0,10,3,0.3,10,3,0.0,0,1,0.0,0,0,39,-6,-2,,,0.0,,-15.6725755995829,-12.075078206465069,-0.4906953966699314,-0.2222222222222222,-0.0563218390804598,-0.05,-1.407716371220021,-0.9384775808133472,0,0,0,0.0,1,5
2,Nursulton Ruziboev,Dustin Stoltzfus,Red,Middleweight,0,Men,Decision - Unanimous,3,3.0,900,,0,5,13,0.38,10,18,0.0,0,1,0.0,1,0,74,1,0,30.0,195.58,0.0,193.04,Orthodox,4.675324675324675,2.3376623376623376,0.6666666666666666,1.0,0.4,0.5,0.0,11.688311688311687,0,13,27,0.48,21,36,0.0,1,1,1.0,0,1,84,2,4,32.0,182.88,0.0,190.5,Orthodox,11.576227390180875,11.059431524547804,0.4274809160305343,0.3846153846153846,0.4805825242718446,0.5,1.550387596899225,7.751937984496124,0,-8,-14,-0.0999999999999999,-11,-18,0.0,-1,0,-1.0,1,-1,-10,-1,-4,-2.0,12.700000000000015,0.0,2.539999999999992,-6.900902714856202,-8.721769186885465,0.2391857506361323,0.6153846153846154,-0.0805825242718446,0.0,-1.550387596899225,3.936373703815564,0,0,0,0.0,1,2
2,Melquizael Costa,Julian Erosa,Red,Featherweight,0,Men,Decision - Unanimous,3,3.0,900,,0,10,26,0.38,10,27,0.0,1,3,0.33,0,0,36,1,2,27.0,177.8,0.0,180.34,Southpaw,12.772277227722771,8.910891089108912,0.4607142857142857,0.2777777777777778,0.5927601809954751,0.4285714285714286,1.4851485148514851,7.425742574257425,0,32,75,0.42,32,75,0.0,0,0,0.0,0,0,1,7,7,34.0,185.42,0.0,187.96,Southpaw,17.723718505647263,18.27106863596872,0.4846756949394155,0.4814814814814814,0.4890670553935859,0.5862068965517242,2.3457862728062557,5.082536924413553,0,-22,-49,-0.0399999999999999,-22,-48,0.0,1,3,0.33,0,0,35,-6,-5,-7.0,-7.619999999999976,0.0,-7.620000000000003,-4.95144127792449,-9.36017754685981,-0.0239614092251298,-0.2037037037037036,0.1036931256018891,-0.1576354679802956,-0.8606377579547702,2.3432056498438723,2,2,0,0.0,1,4
2,Gabe Green,Matheus Camilo,Red,Lightweight,0,Men,Submission,2,3.0,523,,0,7,18,0.38,17,30,0.0,0,0,0.0,0,0,9,2,3,30.0,177.8,0.0,185.42,Switch,17.698961937716263,19.567474048442907,0.4516556291390728,0.5,0.4705056179775281,0.5384615384615384,0.7785467128027682,2.3356401384083045,0,12,24,0.5,30,43,0.0,1,2,0.5,0,0,86,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,-5,-6,-0.12,-13,-13,0.0,-1,-2,-0.5,0,0,-77,2,3,,,0.0,,17.698961937716263,19.567474048442907,0.4516556291390728,0.5,-0.0294943820224719,0.0384615384615384,0.7785467128027682,2.3356401384083045,1,0,0,2.0,1,5
2,Michael Morales,Gilbert Burns,Red,Welterweight,0,Men,KO/TKO,1,3.0,219,,0,5,18,0.27,5,18,0.0,1,2,0.5,0,0,30,4,0,24.0,182.88,0.0,200.66,Orthodox,17.37704918032787,10.81967213114754,0.4690265486725664,0.25,0.5646437994722955,0.9047619047619048,0.0,0.9836065573770492,2,33,56,0.58,35,58,0.0,0,0,0.0,0,0,10,15,7,37.0,177.8,0.0,180.34,Orthodox,9.499192245557351,9.865374259558427,0.4851485148514851,0.3883495145631068,0.5413119679519278,0.5,1.4539579967689822,6.462035541195477,-2,-28,-38,-0.3099999999999999,-30,-40,0.0,1,2,0.5,0,0,20,-11,-7,-13.0,5.079999999999984,0.0,20.319999999999997,7.877856934770518,0.9542978715891124,-0.0161219661789187,-0.1383495145631068,0.0233318315203676,0.4047619047619047,-1.4539579967689822,-5.478428983818428,0,0,0,1.0,1,11
2,Yadier del Valle,Connor Matthews,Red,Featherweight,0,Men,Submission,1,3.0,174,,0,9,12,0.75,28,34,0.0,1,1,1.0,1,0,81,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,3,10,0.3,3,10,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,6,2,0.45,25,24,0.0,1,1,1.0,1,0,81,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
2,Luana Santos,Tainara Lisboa,Red,Women's Bantamweight,0,Men,Submission,2,3.0,599,,0,9,11,0.81,17,20,0.0,1,1,1.0,0,0,225,2,0,23.0,167.64,0.0,170.18,Orthodox,13.358925143953934,7.8310940499040305,0.5550239234449761,0.5,0.6421052631578947,0.6666666666666667,0.0,3.454894433781189,0,5,19,0.26,6,20,0.0,0,1,0.0,0,0,0,2,0,33.0,170.18,0.0,170.18,Orthodox,6.428571428571428,4.392857142857142,0.5084745762711864,0.4,0.5494505494505495,0.7,1.607142857142857,6.428571428571428,0,4,-8,0.55,11,0,0.0,1,0,1.0,0,0,225,0,0,-10.0,-2.5400000000000205,0.0,0.0,6.930353715382506,3.438236907046888,0.0465493471737896,0.0999999999999999,0.0926547137073452,-0.0333333333333332,-1.607142857142857,-2.9736769947902384,0,0,0,2.0,1,6
2,Denise Gomes,Elise Reed,Red,Women's Strawweight,0,Men,KO/TKO,2,3.0,330,,0,9,17,0.52,33,43,0.0,0,0,0.0,0,0,0,2,2,24.0,157.48,0.0,160.02,Orthodox,11.662404092071611,10.664961636828645,0.5428571428571428,0.3333333333333333,0.3380952380952381,0.4,3.4526854219948846,4.603580562659847,0,15,22,0.68,55,63,0.0,3,3,1.0,0,0,245,3,4,31.0,160.02,0.0,160.02,Orthodox,7.578558225508318,8.724584103512015,0.4916067146282973,0.6,0.5203252032520325,0.4242424242424242,0.0,1.6635859519408502,0,-6,-5,-0.16,-22,-20,0.0,-3,-3,-1.0,0,0,-245,-1,-2,-7.0,-2.5400000000000205,0.0,0.0,4.083845866563293,1.9403775333166295,0.0512504282288454,-0.2666666666666666,-0.1822299651567943,-0.0242424242424241,3.4526854219948846,2.9399946107189967,0,0,0,1.0,1,9
2,HyunSung Park,Carlos Hernandez,Red,Flyweight,0,Men,Submission,1,3.0,146,,0,14,22,0.63,17,27,0.0,1,1,1.0,1,0,33,2,0,28.0,170.18,0.0,167.64,Orthodox,12.27906976744186,9.348837209302324,0.4093023255813953,0.25,0.6358695652173914,1.0,6.27906976744186,2.0930232558139537,0,4,17,0.23,4,17,0.0,0,0,0.0,0,0,0,2,2,30.0,172.72,0.0,170.18,Orthodox,13.48235294117647,13.694117647058825,0.4591346153846153,0.2222222222222222,0.4640883977900553,0.6153846153846154,0.0,4.235294117647059,0,10,5,0.4,13,10,0.0,1,1,1.0,1,0,33,0,-2,-2.0,-2.539999999999992,0.0,-2.5400000000000205,-1.2032831737346117,-4.3452804377565,-0.04983228980322,0.0277777777777777,0.171781167427336,0.3846153846153846,6.27906976744186,-2.142270861833105,0,0,0,2.0,1,7
2,Tecia Pennington,Luana Pinheiro,Red,Women's Strawweight,0,Men,Decision - Unanimous,3,3.0,900,,0,26,61,0.42,30,67,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,16,51,0.31,19,55,0.0,0,2,0.0,0,0,8,3,1,31.0,157.48,0.0,157.48,Orthodox,10.358126721763089,12.06611570247934,0.4177777777777778,0.4,0.6237113402061856,0.6666666666666667,0.8264462809917356,6.6115702479338845,0,10,10,0.1099999999999999,11,12,0.0,0,-2,0.0,0,0,-8,-3,-1,,,0.0,,-10.358126721763089,-12.06611570247934,-0.4177777777777778,-0.4,-0.1237113402061855,-0.1666666666666667,-0.8264462809917356,-6.6115702479338845,0,0,0,0.0,1,9
2,Jared Gordon,Thiago Moises,Red,Lightweight,0,Men,KO/TKO,1,3.0,217,,1,7,13,0.53,21,36,0.0,1,1,1.0,0,0,156,8,5,35.0,175.26,0.0,172.72,Orthodox,14.96319018404908,9.22085889570552,0.5861571737563086,0.4081632653061224,0.5710616438356164,0.6153846153846154,0.0,5.521472392638037,0,5,9,0.55,11,16,0.0,0,0,0.0,0,0,0,7,5,29.0,175.26,0.0,177.8,Orthodox,7.034323177786348,13.02738141149248,0.4021164021164021,0.4411764705882353,0.5542359461599367,0.5675675675675675,4.165059776320863,5.20632472040108,1,2,4,-0.02,10,20,0.0,1,1,1.0,0,0,156,1,0,6.0,0.0,0.0,-5.0800000000000125,7.928867006262731,-3.806522515786959,0.1840407716399065,-0.0330132052821128,0.0168256976756797,0.0478170478170478,-4.165059776320863,0.3151476722369573,0,0,0,1.0,1,5
3,Mateusz Gamrot,Ludovit Klein,Red,Lightweight,0,Men,Decision - Unanimous,3,3.0,900,,0,10,19,0.52,27,43,0.0,4,7,0.57,0,0,186,7,2,33.0,177.8,0.0,177.8,Southpaw,10.111336032388666,10.050607287449392,0.511520737327189,0.3551401869158878,0.5958485958485958,0.9090909090909092,0.4554655870445344,17.30769230769231,0,2,14,0.14,6,19,0.0,0,0,0.0,0,0,0,5,2,29.0,170.18,0.0,182.88,Southpaw,11.40495867768595,10.838252656434474,0.5699115044247788,0.45,0.5349544072948329,0.8888888888888888,0.0,4.781582054309327,0,8,5,0.38,21,24,0.0,4,7,0.57,0,0,186,2,0,4.0,7.620000000000003,0.0,-5.079999999999984,-1.293622645297285,-0.7876453689850802,-0.0583907670975898,-0.0948598130841121,0.0608941885537629,0.0202020202020202,0.4554655870445344,12.526110253382983,2,2,0,0.0,1,5
3,Ramiz Brahimaj,Billy Ray Goff,Red,Welterweight,0,Men,Submission,1,3.0,196,,0,1,3,0.33,2,4,0.0,0,1,0.0,0,0,59,2,2,31.0,177.8,0.0,182.88,Orthodox,6.70487106017192,11.088825214899714,0.4148936170212766,0.6666666666666666,0.5057471264367817,0.5833333333333333,6.446991404011461,5.157593123209169,0,1,1,1.0,9,10,0.0,2,3,0.66,1,0,102,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0,2,-0.6699999999999999,-7,-6,0.0,-2,-2,-0.66,-1,0,-43,2,2,,,0.0,,6.70487106017192,11.088825214899714,0.4148936170212766,0.6666666666666666,0.0057471264367816,0.0833333333333332,6.446991404011461,5.157593123209169,0,0,0,2.0,1,11
3,Dustin Jacoby,Bruno Lopes,Red,Light Heavyweight,0,Men,KO/TKO,1,3.0,110,,1,17,29,0.58,17,30,0.0,0,0,0.0,0,0,30,7,5,35.0,190.5,0.0,193.04,Orthodox,15.231597845601437,11.806104129263916,0.4446540880503145,0.1666666666666666,0.58796992481203,0.5294117647058824,0.0,0.6463195691202873,0,3,9,0.33,5,12,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1,14,20,0.2499999999999999,12,18,0.0,0,0,0.0,0,0,30,7,5,,,0.0,,15.231597845601437,11.806104129263916,0.4446540880503145,0.1666666666666666,0.08796992481203,0.0294117647058823,0.0,0.6463195691202873,0,0,0,1.0,1,8
3,Ketlen Vieira,Macy Chiasson,Red,Women's Featherweight,0,Men,Decision - Unanimous,3,3.0,900,,0,18,48,0.37,29,64,0.0,0,0,0.0,0,0,66,8,3,32.0,172.72,0.0,172.72,Orthodox,9.497998152140438,12.25130890052356,0.4125200642054574,0.4473684210526316,0.5195652173913043,0.9285714285714286,1.9402525408068985,4.712041884816754,0,17,31,0.54,18,32,0.0,0,0,0.0,0,0,8,7,3,32.0,180.34,0.0,182.88,Orthodox,9.962686567164178,7.1361940298507465,0.4477987421383648,0.3720930232558139,0.4676409185803758,0.625,1.2593283582089552,6.7164179104477615,0,1,17,-0.17,11,32,0.0,0,0,0.0,0,0,58,1,0,0.0,-7.620000000000003,0.0,-10.159999999999997,-0.4646884150237405,5.115114870672813,-0.0352786779329073,0.0752753977968176,0.0519242988109285,0.3035714285714286,0.6809241825979433,-2.0043760256310077,0,0,0,0.0,1,22
3,Zach Reese,Dusko Todorovic,Red,Middleweight,0,Men,Decision - Unanimous,3,3.0,900,,0,6,11,0.54,19,27,0.0,2,2,1.0,0,0,66,0,1,30.0,193.04,0.0,195.58,Switch,2.201834862385321,4.954128440366972,0.8,0.0,0.25,0.0,8.256880733944955,0.0,0,10,15,0.66,31,38,0.0,3,4,0.75,1,1,181,3,4,29.0,185.42,0.0,187.96,Orthodox,8.878107944208612,6.367495451788963,0.5339168490153173,0.2222222222222222,0.5111731843575419,0.4545454545454546,0.0,2.183141297756216,0,-4,-4,-0.12,-12,-11,0.0,-1,-2,0.25,-1,-1,-115,-3,-3,1.0,7.620000000000003,0.0,7.620000000000003,-6.6762730818232905,-1.4133670114219905,0.2660831509846827,-0.2222222222222222,-0.2611731843575419,-0.4545454545454546,8.256880733944955,-2.183141297756216,1,0,0,0.0,1,2
3,Jordan Leavitt,Kurt Holobaugh,Red,Lightweight,0,Men,Submission,1,3.0,99,,0,0,1,0.0,7,9,0.0,0,0,0.0,0,0,0,4,3,28.0,175.26,0.0,180.34,Southpaw,6.591276252019386,4.798061389337642,0.6153846153846154,0.2258064516129032,0.5676855895196506,0.3,2.1809369951534734,5.088852988691438,0,1,1,1.0,2,3,0.0,3,4,0.75,1,0,87,1,5,37.0,180.34,0.0,177.8,Orthodox,13.745113369820173,13.79202501954652,0.4366616989567809,0.3636363636363636,0.4693140794223827,0.4583333333333333,2.8146989835809224,2.8146989835809224,0,-1,0,-1.0,5,6,0.0,-3,-4,-0.75,-1,0,-87,3,-2,-9.0,-5.0800000000000125,0.0,2.539999999999992,-7.153837117800786,-8.99396363020888,0.1787229164278345,-0.1378299120234604,0.0983715100972679,-0.1583333333333333,-0.633761988427449,2.274154005110516,2,0,0,2.0,1,5
3,Bolaji Oki,Michael Aswell Jr.,Red,Lightweight,0,Men,Decision - Unanimous,3,3.0,900,,0,36,92,0.39,36,92,0.0,0,0,0.0,0,0,0,1,0,28.0,177.8,0.0,185.42,Orthodox,12.0,6.6,0.3947368421052631,1.0,0.648936170212766,0.8333333333333334,0.0,3.0,0,24,84,0.28,24,84,0.0,0,0,0.0,0,0,0,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,12,8,0.1099999999999999,12,8,0.0,0,0,0.0,0,0,0,1,0,,,0.0,,12.0,6.6,0.3947368421052631,1.0,0.1489361702127659,0.3333333333333333,0.0,3.0,0,0,0,0.0,1,5
3,Alice Ardelean,Rayanne dos Santos,Red,Women's Strawweight,0,Men,Decision - Unanimous,3,3.0,900,,0,23,45,0.51,24,46,0.0,0,1,0.0,0,0,29,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,26,86,0.3,28,89,0.0,0,0,0.0,0,0,16,0,0,,,0.0,,Orthodox,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,-3,-41,0.21,-4,-43,0.0,0,1,0.0,0,0,13,0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,9
